帖子ID,帖子标题,股票吧代码,股票吧名称,用户ID,用户昵称,点击量,转发量,评论量,发布时间,最后更新时间,是否有图片,是否有视频
1594279916,跟预期一致，超短看空，中长期持续看好,zssh000001,上证指数吧,2.7622E+15,波动木子,922,1,27,2025/9/3 11:49,2025/9/4 11:55,FALSE,FALSE
1594648349,A股今日涨跌不一，截至收盘，上证指数跌1.16%，深证成指跌0.65%，创业板涨,zssh000001,上证指数吧,4.63511E+15,龙王玩股1,4010,2,9,2025/9/3 22:30,2025/9/4 11:55,TRUE,FALSE
1594966358,按照2015的剧情，今天是最后一天调整，最低位，然后直奔5000点,zssh000001,上证指数吧,7.9011E+15,股友8N59i73787,118,0,6,2025/9/4 11:32,2025/9/4 11:55,FALSE,FALSE
1589125093,游山玩水。晴天霹雳，快了！,zssh000001,上证指数吧,9.59807E+15,海阔天空sw999,505,0,31,2025/8/25 16:44,2025/9/4 11:55,FALSE,FALSE
1594971249,网贷了8万全仓买入，年利率23％，不知道在股票上能不能跑赢利率,zssh000001,上证指数吧,6.60204E+15,才情出众的丁思源,337,1,22,2025/9/4 11:38,2025/9/4 11:55,FALSE,FALSE
1594964696,这几个月的炒作让很多人忘记了风险，殊不知大A还是原来的大A,zssh000001,上证指数吧,3.82831E+15,经济牛科技牛,46,0,2,2025/9/4 11:30,2025/9/4 11:55,FALSE,FALSE
1594893074,今天有大佬给我发语音跟我说防守一波，我听成了放手一搏。还给我说上方有阻力，我听成,zssh000001,上证指数吧,3.01946E+15,财神六一路,3881,9,70,2025/9/4 10:43,2025/9/4 11:55,FALSE,FALSE
1592492550,A股8月大涨，9月仍会创新高（8.30）,cfhpl,财富号评论吧,6.13248E+15,幸紫2,1771,14,26,2025/8/31 12:23,2025/9/4 11:55,TRUE,FALSE
1594978616,这波打的是高价股而已，小盘股没有太大跌幅，跌幅这么大，两市涨跌各半,zssh000001,上证指数吧,1.78309E+15,你好啊啊啊啊1114457,11,1,1,2025/9/4 11:51,2025/9/4 11:55,FALSE,FALSE
1594965758,大盘涨了两周，不够3天跌的,zssh000001,上证指数吧,7.79001E+15,买啥都涨LDL,71,0,5,2025/9/4 11:31,2025/9/4 11:55,FALSE,FALSE
1594927717,映照。,300945,曼卡龙吧,6.82637E+15,顶上抄底,2627,2,19,2025/9/4 11:03,2025/9/4 11:55,TRUE,FALSE
1594280990,今天市场大幅调整，成交量1.42万亿，缩量4426亿，4100多家下跌。游戏、黄,zssh000001,上证指数吧,4.63511E+15,龙王玩股1,49073,22,60,2025/9/3 11:51,2025/9/4 11:55,TRUE,FALSE
1594967741,牛市急跌很正常。经历过牛市的都应该碰到过，高低切开始时，急跌几天结束调整。今天到,zssh000001,上证指数吧,1.69311E+15,做多才会赢,205,0,4,2025/9/4 11:33,2025/9/4 11:55,FALSE,FALSE
1594941440,万丰奥威还有没加的继续挂17.71重仓加再次提示这只股它已经装不下去了,zssh000001,上证指数吧,8.82031E+15,李哥割股,31,0,4,2025/9/4 11:13,2025/9/4 11:55,FALSE,FALSE
1594897187,看着指数跌的吓人，其实今天3000多家上涨，多数人应该没怎么亏损,zssh000001,上证指数吧,6.13233E+15,老实打工,708,0,24,2025/9/4 10:46,2025/9/4 11:55,FALSE,FALSE
1594979593,下午反弹？明天出逃的最后机会了？然后震旦调整到10月或者到年底？,zssh000001,上证指数吧,6.24034E+15,cCcCc,8,0,1,2025/9/4 11:53,2025/9/4 11:55,FALSE,FALSE
1594667808,半导体大地震！寒武纪权重超限将被减持，国产AI芯片要跑路了？,cfhpl,财富号评论吧,3.13134E+15,大头投基金,23811,54,106,2025/9/4 7:51,2025/9/4 11:55,TRUE,FALSE
1594968780,4/7记得很清楚,zssh000001,上证指数吧,6.37405E+15,独孤剑十三,4,0,1,2025/9/4 11:34,2025/9/4 11:55,FALSE,FALSE
1594979506,下午V回去我说的,zssh000001,上证指数吧,7.00812E+15,男人要有梦想啊,1,0,1,2025/9/4 11:53,2025/9/4 11:55,FALSE,FALSE
1594969965,拿住底仓稍安勿躁,zssh000001,上证指数吧,2.66009E+15,欢喜哥说财经,33,1,4,2025/9/4 11:36,2025/9/4 11:55,FALSE,FALSE
1594946117,牛市趋势已经改变，牛市结束。,zssh000001,上证指数吧,9.96335E+15,极简主乂,2065,2,19,2025/9/4 11:17,2025/9/4 11:55,TRUE,FALSE
1594941243,测试,zssh000001,上证指数吧,5.19409E+15,君隆寶,777,0,36,2025/9/4 11:13,2025/9/4 11:55,FALSE,FALSE
1594880969,$上证指数(SH000001)$,zssh000001,上证指数吧,7.84608E+15,明月n秋风,1174,0,9,2025/9/4 10:37,2025/9/4 11:55,TRUE,FALSE
1594976929,急跌不是顶是吗？,zssh000001,上证指数吧,8.52407E+15,L旺财抓涨停,4,0,1,2025/9/4 11:48,2025/9/4 11:55,FALSE,FALSE
1592315185,国家都说了，要维护股市稳定，就算回调也没什么大不了的，9月跌破3750我吃,zssh000001,上证指数吧,6.47703E+15,发光的韭菜鸡蛋饼,312,0,4,2025/8/30 0:31,2025/9/4 11:55,FALSE,FALSE
1594947920,大盘能不能止跌？看银行证券如何表演！,zssh000001,上证指数吧,1.16106E+15,无声滴感觉,833,1,12,2025/9/4 11:18,2025/9/4 11:55,TRUE,FALSE
1594961815,南山铝业是个好公司，高端铝制品行业龙头，固态电池材料，3低有色类股票。固态电池材,600219,南山铝业吧,6.09009E+15,重生之我要涨疯,200,0,2,2025/9/4 11:28,2025/9/4 11:55,FALSE,FALSE
1594978024,2天亏了11个点，下午收盘割了吧，越亏越多，顶不住了,zssh000001,上证指数吧,2.37938E+15,妇科专家,14,0,1,2025/9/4 11:50,2025/9/4 11:55,FALSE,FALSE
1594980409,这就是大A,zssh000001,上证指数吧,6.17337E+15,笑眯眯得海勒,1,0,0,2025/9/4 11:55,2025/9/4 11:55,FALSE,FALSE
1594976633,今天止跌,zssh000001,上证指数吧,9.93006E+15,三亚时间循环,52,1,1,2025/9/4 11:47,2025/9/4 11:55,FALSE,FALSE
1594978582,估计会破3700,zssh000001,上证指数吧,5.25938E+15,基民x6oD9n,18,0,3,2025/9/4 11:51,2025/9/4 11:55,FALSE,FALSE
1594668025,不对劲！美联储降息超预期！A股影响有多大？,cfhpl,财富号评论吧,3.13134E+15,大头投基金,1,0,0,2025/9/4 11:55,2025/9/4 11:55,TRUE,FALSE
1594893762,抖音那些财经博主这两天大部分都不敢直播了，前段时间劝大家不要怕，跌就是机会，估计,zssh000001,上证指数吧,8.06834E+15,金多多发发发,17,0,2,2025/9/4 10:44,2025/9/4 11:54,FALSE,FALSE
1594972851,3734这位置可以博弈加仓了，手上有低位科技的可以加仓博一个反弹减亏，这位置博弈,zssh000001,上证指数吧,4.10639E+15,KevinJay,78,0,3,2025/9/4 11:41,2025/9/4 11:54,FALSE,FALSE
1594980243,快到9.24了！大家看看自己的账户，这一年大家都赚了多少？,zssh000001,上证指数吧,1.98902E+15,带着臭臭去炒股,1,0,0,2025/9/4 11:54,2025/9/4 11:54,FALSE,FALSE
1594976670,传说中的金九银十呢？,zssh000001,上证指数吧,9.54726E+15,就是抢钱AI,3,0,1,2025/9/4 11:47,2025/9/4 11:54,FALSE,FALSE
1594980190,调整下也好,zssh000001,上证指数吧,1.37706E+15,有人说我6647,1,0,0,2025/9/4 11:54,2025/9/4 11:54,FALSE,FALSE
1594964197,唉，我炒股有个最大的毛病就红了守不住，绿了就死扛，全仓到现在虽说还有两支微红，可,zssh000001,上证指数吧,7.60809E+15,c1518461437953743,201,3,12,2025/9/4 11:29,2025/9/4 11:54,FALSE,FALSE
1594630152,低吸富三代，追到悔一生。指的是买股要低息，不要追高。,301057,汇隆新材吧,7.47109E+15,yzqt2777,2264,0,4,2025/9/3 21:16,2025/9/4 11:54,TRUE,FALSE
1594864426,大盘上涨下跌已经不重要了，有些票就是要涨，要涨之前就要挖坑洗人，这个时候就看你的,zssh000001,上证指数吧,3.36834E+15,小堂主财经,728,3,18,2025/9/4 10:28,2025/9/4 11:54,FALSE,FALSE
1594980171,熟悉的感觉,zssh000001,上证指数吧,3.61741E+15,火山口跳舞,1,0,0,2025/9/4 11:54,2025/9/4 11:54,FALSE,FALSE
1594967241,A股太优秀了，呼叫外资,zssh000001,上证指数吧,7.65409E+15,星之夜谭2,20,0,3,2025/9/4 11:33,2025/9/4 11:54,FALSE,FALSE
1594980094,这一天还是来了！唉！斜肩哥不中用啊！,zssh000001,上证指数吧,8.06221E+15,股市养牛客,1,0,0,2025/9/4 11:54,2025/9/4 11:54,FALSE,FALSE
1594980075,都说牛市来了，可这一天天的小心再小心，捡起一粒粒芝麻，谁知一下被抢走的不只是这些,zssh000001,上证指数吧,7.85509E+15,elili0720,1,0,0,2025/9/4 11:54,2025/9/4 11:54,FALSE,FALSE
1594913706,真的有人能理解我的苦心吗？现在跌了有人跟我说到顶了？你们才是马后炮！ 我今天可能,zssh000001,上证指数吧,2.96711E+15,雨泽天下,599,0,8,2025/9/4 10:54,2025/9/4 11:54,FALSE,FALSE
1594644453,A股：自豪且canlie的一天，明天（9月4日），黑周四还是红周四？,zssh000001,上证指数吧,9.18909E+15,阿右看市,1403,6,17,2025/9/3 22:12,2025/9/4 11:54,TRUE,FALSE
1594980039,护盘结束，任务完成，自由落体运动开始，下半年主要任务保卫3000？,zssh000001,上证指数吧,5.65909E+15,温柔娴静的石泰成,1,0,0,2025/9/4 11:54,2025/9/4 11:54,FALSE,FALSE
1589959694,潜伏者。,zssh000001,上证指数吧,6.79409E+15,JMfollower,1158,0,57,2025/8/26 23:44,2025/9/4 11:54,FALSE,FALSE
1594980030,快跑快跑！黑色星期四！,zssh000001,上证指数吧,6.20934E+15,股友mjIAIy,1,0,0,2025/9/4 11:54,2025/9/4 11:54,FALSE,FALSE
1594980026,看到3600附近,zssh000001,上证指数吧,5.96534E+15,爱跑路的韭菜根,1,0,0,2025/9/4 11:54,2025/9/4 11:54,FALSE,FALSE
1594980001,还在月线上面，不要怕，是技术性回调。长期还是看好2800,zssh000001,上证指数吧,9.19518E+15,慢漫回本路,1,0,0,2025/9/4 11:54,2025/9/4 11:54,FALSE,FALSE
1594977205,大家不要怕，不要恐慌，目前只是砸盘了三天，马上就到周六了，不会砸盘了，不要害怕。,zssh000001,上证指数吧,3.89324E+15,三月不知十月苦,28,0,2,2025/9/4 11:48,2025/9/4 11:54,FALSE,FALSE
1594974266,今日A股为何又是大跌？沪指跌穿3800点，到底谁在砸盘？狼来了？,zssh000001,上证指数吧,2.6471E+15,股海玫瑰,357,4,4,2025/9/4 11:43,2025/9/4 11:54,TRUE,FALSE
1594919690,没经历过牛市，请问老股民牛市有这样跌的吗,zssh000001,上证指数吧,1.86003E+15,有远见的欧畅19,1743,1,34,2025/9/4 10:58,2025/9/4 11:54,FALSE,FALSE
1594932687,前无古人后无来者的准确率、昨天上午在百度发出3731点，今天到达3735点，误差,zssh000001,上证指数吧,7.42109E+15,司马懿马哥,934,14,16,2025/9/4 11:07,2025/9/4 11:54,FALSE,FALSE
1594972083,总是暴涨暴跌,zssh000001,上证指数吧,1.45948E+15,姐姐要翻倍,3,0,1,2025/9/4 11:39,2025/9/4 11:54,FALSE,FALSE
1594979905,都跌破20日线了，没戏了，牛跑了,zssh000001,上证指数吧,3.76008E+15,股友871qD98796,1,0,0,2025/9/4 11:54,2025/9/4 11:54,FALSE,FALSE
1594979898,缺口在向你招手，呵呵,zssh000001,上证指数吧,5.05054E+15,毛豆_yd,1,0,0,2025/9/4 11:54,2025/9/4 11:54,FALSE,FALSE
1594509722,开始日期：2023年5月1日，初始资金：130万，朋友盈亏：一23200，本人盈,zssh000001,上证指数吧,5.61309E+15,疯皇捏盘,7778,3,204,2025/9/3 15:06,2025/9/4 11:54,TRUE,FALSE
1590430154,二十年经验，这是十年大顶！最后的机会！,zssh000001,上证指数吧,6.42601E+15,灵菁9988,1014,0,14,2025/8/27 13:57,2025/9/4 11:54,FALSE,FALSE
1594979861,哇偶～,zssh000001,上证指数吧,3.36005E+15,股友683019H32I,1,0,0,2025/9/4 11:54,2025/9/4 11:54,FALSE,FALSE
1594979857,最好一步到位，今天破3700，明天破3600，下周开始慢慢反弹。,zssh000001,上证指数吧,5.90609E+15,风007110,4,0,0,2025/9/4 11:54,2025/9/4 11:54,FALSE,FALSE
1594979842,市场永远是对的，为自己的认知买单，割了一个月收入没了,zssh000001,上证指数吧,3.40533E+15,超级玩家灬,5,0,0,2025/9/4 11:53,2025/9/4 11:53,FALSE,FALSE
1594964163,美联储降息前这11天都是煎熬,zssh000001,上证指数吧,7.53101E+15,欣哥_Ginger6688,79,0,4,2025/9/4 11:29,2025/9/4 11:53,FALSE,FALSE
1594970369,今日A股大跌解析：沪指破3800点，谁在砸盘？是狼来了吗？今日A股延续跳水，三连,zssh000001,上证指数吧,4.71504E+15,财喵抓板,563,1,4,2025/9/4 11:37,2025/9/4 11:53,FALSE,FALSE
1594707676,估摸着今天明天应该有反弹了吧！今天择机补一些！,zssh000001,上证指数吧,5.2655E+15,来财的虎,838,3,19,2025/9/4 9:12,2025/9/4 11:53,FALSE,FALSE
1594977653,还炒小票嘛，中字头的票你们怎么不买，不买就天天这样整,zssh000001,上证指数吧,6.71309E+15,孤儿用量化,10,0,1,2025/9/4 11:49,2025/9/4 11:53,FALSE,FALSE
1594941466,以后涨跌不看基本面，就看量化的心情了，量化绑架股市。,zssh000001,上证指数吧,8.85011E+15,馬丁先生,20,0,2,2025/9/4 11:13,2025/9/4 11:53,FALSE,FALSE
1594979700,什么时候才能回本，这砸的太狠了。,zssh000001,上证指数吧,4.1821E+15,回龙1993,1,0,0,2025/9/4 11:53,2025/9/4 11:53,TRUE,FALSE
1594979693,2014到2015牛市，是从2000点左右，冲到5178点。历时10个多月，10,zssh000001,上证指数吧,3.0611E+15,貅纳四方财,1,1,0,2025/9/4 11:53,2025/9/4 11:53,FALSE,FALSE
1594979690,说慢牛的呢，三天跌三个月的，咋不说慢熊,zssh000001,上证指数吧,8.33839E+15,睿智沉稳的卓华8,1,0,0,2025/9/4 11:53,2025/9/4 11:53,FALSE,FALSE
1594979670,深沪适可而止吧，主力稍微接接盘。同意支持科创加油跌！！！！,zssh000001,上证指数吧,7.34833E+15,天下胡侃大韭菜,7,0,0,2025/9/4 11:53,2025/9/4 11:53,FALSE,FALSE
1594975541,下午拉回20天线,zssh000001,上证指数吧,1.23209E+15,保本盈利不满仓,12,0,2,2025/9/4 11:45,2025/9/4 11:53,FALSE,FALSE
1594974638,指数连续三天下杀，下午可能有反弹机会！,zssh000001,上证指数吧,2.93527E+15,楚楚可怜的游麦克,26,0,2,2025/9/4 11:44,2025/9/4 11:53,FALSE,FALSE
1594977647,可以用少量资金参与岩山论剑，接下去大盘应该以震荡为主，更有催生妖股的可能，大可一,zssh000001,上证指数吧,1.32109E+15,曾这种重中之重4199,9,0,1,2025/9/4 11:49,2025/9/4 11:53,FALSE,FALSE
1594688488,最近两个交易日简直让人窒息，每日超过四千只个股下跌，这种“泥沙俱下”的调整，确实,zssh000001,上证指数吧,1.97108E+15,乐少侠2024,17543,10,150,2025/9/4 7:30,2025/9/4 11:53,FALSE,FALSE
1594979592,哈哈，熟悉的味道回来了,zssh000001,上证指数吧,9.9444E+15,恭喜满堂的陆小凤,4,0,0,2025/9/4 11:53,2025/9/4 11:53,FALSE,FALSE
1594979574,A杀了，这并不稀奇,zssh000001,上证指数吧,8.02805E+15,大鸟转转转98,3,0,0,2025/9/4 11:53,2025/9/4 11:53,FALSE,FALSE
1590973316,看看这个灵敏指标就知道是十年大顶了,zssh000001,上证指数吧,5.44202E+15,股友591Ez97728,460,0,8,2025/8/28 10:23,2025/9/4 11:53,TRUE,FALSE
1594979476,如果下午或者明天收不回3750，那么就会考研3710，不过个股风险已经解除了。现,zssh000001,上证指数吧,2.00827E+15,涨停板带头小散户,5,0,0,2025/9/4 11:53,2025/9/4 11:53,FALSE,FALSE
1590973316,看看这个灵敏指标就知道是十年大顶了,zssh000001,上证指数吧,5.44202E+15,股友591Ez97728,460,0,8,2025/8/28 10:23,2025/9/4 11:53,TRUE,FALSE
1594975379,近期机器人板块迎来两大关键利好，成为驱动板块行情的核心动力，需重点跟踪其影响力度,cfhpl,财富号评论吧,8.10518E+15,八荒尽览,71,0,5,2025/9/4 11:45,2025/9/4 11:53,FALSE,FALSE
1594979472,这一下完了，又要回到3000点。,zssh000001,上证指数吧,8.29109E+15,何三哥哥,1,0,0,2025/9/4 11:53,2025/9/4 11:53,FALSE,FALSE
1594977773,多指数同步下挫！AI、券商领衔领跌潮，周线震荡格局下低吸窗口解析,zssz399006,创业板指吧,3.93011E+15,交易强势股,52,0,1,2025/9/4 11:49,2025/9/4 11:53,FALSE,FALSE
1594973294,逆市场，太难了，旅游终于走出来了。,zssh000001,上证指数吧,8.73511E+15,老八马,69,0,1,2025/9/4 11:41,2025/9/4 11:53,FALSE,FALSE
1594842816,彻底爆了！大科技全线破位！短期继续看跌！,cfhpl,财富号评论吧,9.02838E+15,龙行天下虎L,7953,6,51,2025/9/4 10:17,2025/9/4 11:53,TRUE,FALSE
1594979432,“巩固持续向好态势”,zssh000001,上证指数吧,8.10404E+15,高盛CIIA,3,0,0,2025/9/4 11:53,2025/9/4 11:53,FALSE,FALSE
1594979411,9.4：A股高位风险，船长提前分析到了,cfhpl,财富号评论吧,3.66809E+15,老船长看盘,55,1,0,2025/9/4 11:53,2025/9/4 11:53,TRUE,FALSE
1594977459,易中天每天暴涨时候我们散户有份吗？人家回调一天我们连续暴跌几天,zssh000001,上证指数吧,5.41435E+15,牛得不得了,11,0,1,2025/9/4 11:49,2025/9/4 11:53,FALSE,FALSE
1594977012,先看3500，中期看3200，长期看2600,zssh000001,上证指数吧,1.07913E+15,带头逃顶,23,0,1,2025/9/4 11:48,2025/9/4 11:53,FALSE,FALSE
1594920936,还有谁比我更懂金融市场？有图有真相,zssh000001,上证指数吧,1.59807E+15,二千元一万倍副号,1367,0,7,2025/9/4 10:58,2025/9/4 11:53,TRUE,FALSE
1594558439,【9月4日上证指数预测】还是按照4-c浪处理,zssh000001,上证指数吧,6.09431E+15,韭皇韭黄,2635,2,76,2025/9/3 16:43,2025/9/4 11:53,TRUE,FALSE
1594977228,我的两个股票，都回到了7月初的价格，也就是说，三天跌没了两个月的利润，上涨确实是,zssh000001,上证指数吧,3.05038E+15,拉拉爱子庭,19,0,1,2025/9/4 11:48,2025/9/4 11:52,FALSE,FALSE
1594979301,今天没开仓，走了两个票，卧龙和豪恩，初灵还拿着的,zssh000001,上证指数吧,2.32401E+15,财小盈,5,0,0,2025/9/4 11:52,2025/9/4 11:52,TRUE,FALSE
1594979296,倒车接人，兄弟们上赤刀，冲,zssh000001,上证指数吧,8.35431E+15,日进万贯de孙尚香,1,0,0,2025/9/4 11:52,2025/9/4 11:52,FALSE,FALSE
1594979288,有一说一，大A,zssh000001,上证指数吧,7.87035E+15,Fartking,1,0,0,2025/9/4 11:52,2025/9/4 11:52,FALSE,FALSE
1594966381,连续三日大跌，什么寒王(暴跌别全赖在50指数比重调整上)，什幺凭题材恶炒的纬新材,zssh000001,上证指数吧,1.90557E+15,扁头王,96,0,1,2025/9/4 11:32,2025/9/4 11:52,FALSE,FALSE
1594595786,A股：2天跳水险守3800，超4500家跌，光伏逆势大涨，明天还会大跌吗,zssh000001,上证指数吧,2.6471E+15,股海玫瑰,4485,16,16,2025/9/3 18:53,2025/9/4 11:52,TRUE,FALSE
1594979190,大盘没咋跌，个股惨不忍睹,zssh000001,上证指数吧,3.26507E+15,跌穿牢底,2,0,0,2025/9/4 11:52,2025/9/4 11:52,FALSE,FALSE
1594973480,你玩得有点过了,zssh000001,上证指数吧,4.55206E+15,kjmacd,11,0,1,2025/9/4 11:42,2025/9/4 11:52,FALSE,FALSE
1594958138,调整如期而至，保住本金，切勿进场。,zssh000001,上证指数吧,6.09531E+15,幼小的吴敏1,33,0,2,2025/9/4 11:25,2025/9/4 11:52,FALSE,FALSE
1593567122,4800只股票大跌,zssh000001,上证指数吧,1.75114E+15,著名人类奥德彪,474,0,8,2025/9/2 11:46,2025/9/4 11:52,FALSE,FALSE
1594973504,一定要关注“好消息与“坏消息“,zssh000001,上证指数吧,2.07519E+15,悟道9267,112,0,2,2025/9/4 11:42,2025/9/4 11:52,FALSE,FALSE
1594976072,A股恐慌大跌：根源、应对与抄底思考今日A股各大指数再现恐慌性大跌，多头陷入沉默，,zssh000001,上证指数吧,8.57045E+15,悟道财神,327,0,1,2025/9/4 11:46,2025/9/4 11:52,FALSE,FALSE
1594967531,照这样跌下去，一个星期，就要三千点保卫战了！,zssh000001,上证指数吧,1.11039E+15,股友n3fWEo,13,0,1,2025/9/4 11:33,2025/9/4 11:52,FALSE,FALSE
1594966493,回2500吧。安全。,zssh000001,上证指数吧,7.29802E+15,股友k981167u00,19,0,2,2025/9/4 11:32,2025/9/4 11:52,FALSE,FALSE
1594922679,搞不明白，人家指数几万都没有说顶要调整，咱们才几点怎么动不动就到顶了,zssh000001,上证指数吧,5.02237E+15,露浓花瘦w,356,1,7,2025/9/4 11:00,2025/9/4 11:52,FALSE,FALSE
1592299292,稳住心态，那怕碰到回调也要乐观面对,zssh000001,上证指数吧,4.83009E+15,鬼神之股,17135,41,840,2025/8/29 22:51,2025/9/4 11:52,TRUE,FALSE
1594974784,外面太可怕了，我下午想去农业股避险,zssh000001,上证指数吧,3.32609E+15,温婉可人的岳淳希,16,0,1,2025/9/4 11:44,2025/9/4 11:52,FALSE,FALSE
1594978952,亠,zssh000001,上证指数吧,9.55001E+15,n955013770688172,6,0,0,2025/9/4 11:52,2025/9/4 11:52,FALSE,FALSE
1594526717,2025年9月3日收盘复盘,cfhpl,财富号评论吧,4.43002E+15,巴小弟复盘,2469,1,31,2025/9/3 15:29,2025/9/4 11:52,FALSE,FALSE
1594978924,味儿还是没变只是这次憋了很久才拉出来大a还是不可能慢牛,zssh000001,上证指数吧,5.30138E+15,Yolandmusic,1,0,0,2025/9/4 11:52,2025/9/4 11:52,FALSE,FALSE
1594699095,今天暴跌,zssh000001,上证指数吧,8.82736E+15,主力没脊梁,136,0,5,2025/9/4 8:40,2025/9/4 11:52,FALSE,FALSE
1594545355,上证5f走abcde，走了5笔，3761碰不碰？后续看反抽力度。还在5周线上，牛,887,中鼎股份吧,2.81409E+15,何时见何价0,1769,1,23,2025/9/3 16:09,2025/9/4 11:52,TRUE,FALSE
1594976850,低价券商没有拉，就不存在牛市，因为没有接盘侠，散户冲进来，第一目标就是低价券商，,zssh000001,上证指数吧,7.4251E+15,amoney,291,0,1,2025/9/4 11:47,2025/9/4 11:52,FALSE,FALSE
1594978888,目标3400位置。直接跳伞,zssh000001,上证指数吧,9.45807E+15,芳姐爱股市,2,0,0,2025/9/4 11:52,2025/9/4 11:52,FALSE,FALSE
1594978873,我上周说的调整，终于来了！,zssh000001,上证指数吧,1.86836E+15,张一澈,3,0,0,2025/9/4 11:52,2025/9/4 11:52,FALSE,FALSE
1594963432,明天再跌100点，可以进场,zssh000001,上证指数吧,2.08031E+15,花开花落谁知道,27,0,3,2025/9/4 11:29,2025/9/4 11:51,FALSE,FALSE
1594700360,早上好,zssh000001,上证指数吧,2.32401E+15,财小盈,1194,0,42,2025/9/4 8:47,2025/9/4 11:51,TRUE,FALSE
1593225453,关于9月份综合走势之畅想！,dfcfzs,东方财富指数吧,1.25836E+15,ST波斯猫,3744,5,88,2025/9/2 0:21,2025/9/4 11:51,TRUE,FALSE
1594888945,大盘再现7.31号走势，短期突破4000点信号愈发明显，几乎明牌，坚定看多中国资产，同志们冲啊！,600777,*ST新潮吧,9.47339E+15,上官婉儿123,844,1,21,2025/9/4 10:41,2025/9/4 11:51,FALSE,FALSE
1594978743,明天是3700点保卫战，预计在3685点左右，下周回踩九十天线，预计3568点！,zssh000001,上证指数吧,6.2431E+15,晨曦壹号,11,0,0,2025/9/4 11:51,2025/9/4 11:51,FALSE,FALSE
1594978719,未来一个月下跌趋势？,zssh000001,上证指数吧,8.71402E+15,谨慎的孙淼洋1,12,0,0,2025/9/4 11:51,2025/9/4 11:51,FALSE,FALSE
1594978693,该加仓就行了，极限3650，信不信由你,zssh000001,上证指数吧,3.59809E+15,诚实的卢晗16,3,0,0,2025/9/4 11:51,2025/9/4 11:51,FALSE,FALSE
1594969863,今天下午除非收个大长腿，不然销户不玩了,zssh000001,上证指数吧,1.16116E+15,买了就跌也要坚持,38,0,2,2025/9/4 11:36,2025/9/4 11:51,FALSE,FALSE
1594978663,军工、有色板块，机构与庄稼赚了盘满钵满接下来随着天气逐渐趋冷，可重点关注煤碳板块,zssh000001,上证指数吧,3.03634E+15,股友MSxgKE,14,0,0,2025/9/4 11:51,2025/9/4 11:51,FALSE,FALSE
1593795588,几只手中股票的简单分析，注意该贴不是评论贴,zssh000001,上证指数吧,5.7134E+15,技术控仙女大宝,10044,40,112,2025/9/2 16:00,2025/9/4 11:51,TRUE,FALSE
1594973584,大盘跌这样，个股跌的可不多,zssh000001,上证指数吧,2.9961E+15,业务玩家,16,0,1,2025/9/4 11:42,2025/9/4 11:51,FALSE,FALSE
1594922772,九月是调整月份,zssh000001,上证指数吧,7.42801E+15,尖板眼2,712,0,5,2025/9/4 11:00,2025/9/4 11:51,TRUE,FALSE
1593714578,不要一有问题就怪银行涨！银行涨不是你们的票下跌的原因，原因是市场里面的抱团牛！,zssh000001,上证指数吧,5.1882E+15,勇敢无畏的张宝江,64,0,1,2025/9/2 14:23,2025/9/4 11:51,FALSE,FALSE
1594663130,道氏砸2.13亿入股强脑科技！联手哈佛MIT团队引爆人形机器人新纪元,zssh000001,上证指数吧,1.0541E+15,资本逻辑说 ,1948,15,5,2025/9/4 0:07,2025/9/4 11:51,FALSE,FALSE
1594975295,的见鬼，三千多支票是涨的，大盘还跌成这个鬼样,zssh000001,上证指数吧,1.48311E+15,性情中人2,30,0,2,2025/9/4 11:45,2025/9/4 11:51,FALSE,FALSE
1594956402,今天跌的爽！！！！,zssh000001,上证指数吧,3.96701E+15,股市大哥,5,0,1,2025/9/4 11:24,2025/9/4 11:51,FALSE,FALSE
1587666272,昨天画图已经提醒，破下去，看调整，以3天为基础，3-5天的调整，继续向上，继续看,zssh000001,上证指数吧,1.18003E+15,指谁谁发财000888,4203,5,113,2025/8/22 9:08,2025/9/4 11:51,FALSE,FALSE
1594976730,大家都认为下午会反弹，看来下午是没戏了,zssh000001,上证指数吧,8.85132E+15,谦虚谨慎的严潇,14,0,1,2025/9/4 11:47,2025/9/4 11:51,FALSE,FALSE
1594978529,看3500能不能止住,zssh000001,上证指数吧,2.86836E+15,股友Kiege2,5,0,0,2025/9/4 11:51,2025/9/4 11:51,FALSE,FALSE
1593909718,几个重要观点1.行情没有结束2.这一波领涨板块结束了。领涨的cpo新易盛中际旭创,zssh000001,上证指数吧,8.37831E+15,Lnception888,1472,1,14,2025/9/2 22:47,2025/9/4 11:51,FALSE,FALSE
1588811869,逃命的最后机会，落袋为安吧。别被疯狂蒙瞎了眼睛，信不信由你，良言难劝绝路人,zssh000001,上证指数吧,7.64509E+15,江西股神在北京,421,0,12,2025/8/25 11:04,2025/9/4 11:51,FALSE,FALSE
1594968830,大盘在久攻不上三千九后，终于选择的下，开启二次探底，先看三千五。,zssh000001,上证指数吧,2.56851E+15,Yg2014,30,0,2,2025/9/4 11:35,2025/9/4 11:51,FALSE,FALSE
1594953025,西伯利亚寒流来了啊！真冷啊！前几天热火朝天的股市！今天清冷啊……,zssh000001,上证指数吧,7.92937E+15,雅明君,66,0,4,2025/9/4 11:22,2025/9/4 11:51,FALSE,FALSE
1594978368,哈哈哈，就该这样,zssh000001,上证指数吧,3.81832E+15,天向吾,9,0,0,2025/9/4 11:50,2025/9/4 11:50,FALSE,FALSE
